4.00,4.00
4.50,5.00
9.50,9.50
5.00,5.50
0.00,0.00
1.50,1.50
2.50,2.50
6.00,6.50
8.00,8.50
7.50,8.00
10.00,10.00
6.50,7.50
3.50,3.00
0.50,0.50
8.50,9.00
4.00,4.00

